dst_port,protocol,timestamp,flow_duration,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,flow_byts_s,flow_pkts_s,flow_iat_mean,flow_iat_std,flow_iat_max,flow_iat_min,fwd_iat_tot,fwd_iat_mean,fwd_iat_std,fwd_iat_max,fwd_iat_min,bwd_iat_tot,bwd_iat_mean,bwd_iat_std,bwd_iat_max,bwd_iat_min,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fwd_header_len,bwd_header_len,fwd_pkts_s,bwd_pkts_s,pkt_len_min,pkt_len_max,pkt_len_mean,pkt_len_std,pkt_len_var,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,cwe_flag_count,ece_flag_cnt,down_up_ratio,pkt_size_avg,fwd_seg_size_avg,bwd_seg_size_avg,fwd_byts_b_avg,fwd_pkts_b_avg,fwd_blk_rate_avg,bwd_byts_b_avg,bwd_pkts_b_avg,bwd_blk_rate_avg,subflow_fwd_pkts,subflow_fwd_byts,subflow_bwd_pkts,subflow_bwd_byts,init_fwd_win_byts,init_bwd_win_byts,fwd_act_data_pkts,fwd_seg_size_min,active_mean,active_std,active_max,active_min,idle_mean,idle_std,idle_max,idle_min
80,6,14/02/2018 01:48:28,833,3,4,148,243,148,0,49.3333333333,85.4478398401,243,0,60.75,121.5,469387.755102041,8403.3613445378,138.8333333333,89.7784309657,226,0,456,228.0,84.8528137424,288,168,607,202.3333333333,194.9726476543,389,0,0,0,0,0,72,92,3601.4405762305,4801.9207683073,0,243,48.875,93.9930658537,8834.6964285714,0,0,0,1,0,0,0,0,1,55.8571428571,49.3333333333,60.75,0,0,0,0,0,0,3,148,4,243,8192,149,1,20,0.0,0.0,0,0,0.0,0.0,0,0
80,6,14/02/2018 01:48:28,90,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,22222.2222222222,90.0,0.0,90,90,90,90.0,0.0,90,90,0,0.0,0.0,0,0,0,0,0,0,40,0,22222.2222222222,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,279,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
80,6,14/02/2018 01:48:28,730,3,4,161,488,161,0,53.6666666667,92.9533933395,488,0,122.0,244.0,889041.095890411,9589.0410958904,121.6666666667,82.4370466882,238,1,429,214.5,115.2584053334,296,133,492,164.0,166.6103238098,334,1,0,0,0,0,72,92,4109.5890410959,5479.4520547945,0,488,81.125,173.7875858627,30202.125,0,0,0,1,0,0,0,0,1,92.7142857143,53.6666666667,122.0,0,0,0,0,0,0,3,161,4,488,8192,149,1,20,0.0,0.0,0,0,0.0,0.0,0,0
80,6,14/02/2018 01:48:28,85,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,23529.4117647059,85.0,0.0,85,85,85,85.0,0.0,85,85,0,0.0,0.0,0,0,0,0,0,0,40,0,23529.4117647059,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,278,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
0,0,14/02/2018 01:45:47,112640926,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0266333038,56320463.0,77.7817459305,56320518,56320408,112640926,56320463.0,77.7817459305,56320518,56320408,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0266333038,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56320463.0,77.7817459305,56320518,56320408
443,6,14/02/2018 01:45:53,117436319,29,85,1022,110407,250,0,35.2413793103,70.4417972374,1460,0,1298.905882353,441.4685348096,948.8461572097,0.9707388734,1039259.46017699,7750458.08657986,58980416,0,117436319,4194154.25,15344560.4399617,58980416,54,117359719,1397139.51190476,8981971.47656052,58992303,0,0,0,0,0,592,1712,0.246942345,0.7237965284,0,1460,968.947826087,675.2874871019,456013.190236461,0,0,0,1,0,0,0,0,2,977.4473684211,35.2413793103,1298.905882353,0,0,0,0,0,0,29,1022,85,110407,8192,131,8,20,158467.5,117741.057242153,241723,75212,58520910.5,649838.91008503,58980416,58061405
443,6,14/02/2018 01:48:44,247,3,0,77,0,46,0,25.6666666667,23.4591844132,0,0,0.0,0.0,311740.890688259,12145.7489878543,123.5,142.1284630185,224,23,247,123.5,142.1284630185,224,23,0,0.0,0.0,0,0,1,0,0,0,60,0,12145.7489878543,0.0,0,46,30.75,21.6852484422,470.25,0,1,0,0,1,0,0,0,0,41.0,25.6666666667,0.0,0,0,0,0,0,0,3,77,0,0,256,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
51803,6,14/02/2018 01:48:44,57,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,35087.7192982456,57.0,0.0,57,57,57,57.0,0.0,57,57,0,0.0,0.0,0,0,0,0,0,0,40,0,35087.7192982456,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,131,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
443,6,14/02/2018 01:45:54,117272101,82,174,4951,205697,274,0,60.3780487805,78.5728631325,1410,0,1182.1666666667,464.0188988992,1796.2328482543,2.1829573941,459890.592156863,5154902.1519051,58603871,0,117272101,1447803.71604938,9106108.37290889,58603871,66,117249492,677742.728323699,6254917.58460113,58626585,0,0,0,0,0,1676,3492,0.6992285403,1.4837288538,0,1410,819.6420233463,651.2020947656,424064.16822714,0,0,0,1,0,0,0,0,2,822.84375,60.3780487805,1182.1666666667,0,0,0,0,0,0,82,4951,174,205697,8192,228,33,20,264461.5,238404.58681095,433039,95884,58323538.5,396450.023473956,58603871,58043206
443,6,14/02/2018 01:48:45,309,3,0,77,0,46,0,25.6666666667,23.4591844132,0,0,0.0,0.0,249190.938511327,9708.7378640777,154.5,185.9690834521,286,23,309,154.5,185.9690834521,286,23,0,0.0,0.0,0,0,1,0,0,0,60,0,9708.7378640777,0.0,0,46,30.75,21.6852484422,470.25,0,1,0,0,1,0,0,0,0,41.0,25.6666666667,0.0,0,0,0,0,0,0,3,77,0,0,283,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
