dst_port,protocol,timestamp,flow_duration,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,flow_byts_s,flow_pkts_s,flow_iat_mean,flow_iat_std,flow_iat_max,flow_iat_min,fwd_iat_tot,fwd_iat_mean,fwd_iat_std,fwd_iat_max,fwd_iat_min,bwd_iat_tot,bwd_iat_mean,bwd_iat_std,bwd_iat_max,bwd_iat_min,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fwd_header_len,bwd_header_len,fwd_pkts_s,bwd_pkts_s,pkt_len_min,pkt_len_max,pkt_len_mean,pkt_len_std,pkt_len_var,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,cwe_flag_count,ece_flag_cnt,down_up_ratio,pkt_size_avg,fwd_seg_size_avg,bwd_seg_size_avg,fwd_byts_b_avg,fwd_pkts_b_avg,fwd_blk_rate_avg,bwd_byts_b_avg,bwd_pkts_b_avg,bwd_blk_rate_avg,subflow_fwd_pkts,subflow_fwd_byts,subflow_bwd_pkts,subflow_bwd_byts,init_fwd_win_byts,init_bwd_win_byts,fwd_act_data_pkts,fwd_seg_size_min,active_mean,active_std,active_max,active_min,idle_mean,idle_std,idle_max,idle_min
3389,6,14/02/2018 12:40:29,4684369,9,8,1128,1581,661,0,125.3333333333,213.4830204021,1173,0,197.625,406.1217050168,578.3062777505,3.6290907057,292773.0625,753801.456713589,2984995,3,4684369,585546.125,1034194.63696781,2985091,3,4575746,653678.0,1085694.91081672,3012955,108938,0,0,0,0,204,184,1.9212833148,1.7078073909,0,1173,150.5,303.4372209516,92074.1470588235,0,0,1,1,0,0,0,1,0,159.3529411765,125.3333333333,197.625,0,0,0,0,0,0,9,1128,8,1581,8192,62872,5,20,0.0,0.0,0,0,0.0,0.0,0,0
3389,6,14/02/2018 04:55:36,4197186,9,11,1262,1714,661,0,140.2222222222,208.2581197563,1173,0,155.8181818182,347.2946351966,709.0464897195,4.7650973771,220904.526315789,286635.763584954,955432,2,4197186,524648.25,840189.589025299,2545194,2,3979790,397979.0,298815.29083328,955432,78332,0,0,0,0,192,244,2.1442938197,2.6208035574,0,1173,141.7142857143,280.6597838767,78769.9142857143,0,0,1,1,0,0,0,1,1,148.8,140.2222222222,155.8181818182,0,0,0,0,0,0,9,1262,11,1714,8192,62872,6,20,0.0,0.0,0,0,0.0,0.0,0,0
445,6,14/02/2018 01:41:02,1068326,6,5,455,338,140,0,75.8333333333,62.9362110924,145,0,67.6,69.7588704037,742.2827863405,10.2964825344,106832.6,135444.352447129,265488,77,1068244,213648.8,119408.994262158,271488,93,1068249,267062.25,3023.1928348464,270336,263633,0,0,0,0,132,112,5.6162632006,4.6802193338,0,145,66.0833333333,63.40269328,4019.9015151515,0,0,0,1,0,0,0,0,0,72.0909090909,75.8333333333,67.6,0,0,0,0,0,0,6,455,5,338,8192,0,4,20,0.0,0.0,0,0,0.0,0.0,0,0
53,17,14/02/2018 11:12:31,13058,1,1,41,73,41,41,41.0,0.0,73,73,73.0,0.0,8730.2802879461,153.1628120692,13058.0,0.0,13058,13058,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,76.5814060346,76.5814060346,41,73,51.6666666667,18.4752086141,341.3333333333,0,0,0,0,0,0,0,0,1,77.5,41.0,73.0,0,0,0,0,0,0,1,41,1,73,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0
443,6,14/02/2018 11:42:56,19,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,105263.157894737,19.0,0.0,19,19,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,52631.5789473684,52631.5789473684,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,63494,5312,0,20,0.0,0.0,0,0,0.0,0.0,0,0
53,17,14/02/2018 09:38:09,1692,1,1,30,132,30,30,30.0,0.0,132,132,132.0,0.0,95744.6808510638,1182.0330969267,1692.0,0.0,1692,1692,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,591.0165484634,591.0165484634,30,132,64.0,58.8897274573,3468.0,0,0,0,0,0,0,0,0,1,96.0,30.0,132.0,0,0,0,0,0,0,1,30,1,132,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0
53,17,14/02/2018 04:26:41,473,1,1,40,56,40,40,40.0,0.0,56,56,56.0,0.0,202959.830866808,4228.3298097252,473.0,0.0,473,473,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,2114.1649048626,2114.1649048626,40,56,45.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,68.0,40.0,56.0,0,0,0,0,0,0,1,40,1,56,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0
53,17,14/02/2018 11:03:29,272,1,1,43,59,43,43,43.0,0.0,59,59,59.0,0.0,375000.0,7352.9411764706,272.0,0.0,272,272,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,3676.4705882353,3676.4705882353,43,59,48.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,72.5,43.0,59.0,0,0,0,0,0,0,1,43,1,59,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0
443,6,14/02/2018 03:05:43,83981816,64,119,1259,154755,476,0,19.671875,87.2396907426,1460,0,1300.462184874,441.3232757598,1857.7116741558,2.1790431395,461438.549450549,2070151.14961408,10006558,0,83981816,1333044.6984127,3370038.4160939,10015463,368,80266857,680227.601694915,2528349.44611569,10017973,0,0,0,0,0,1292,2488,0.7620697319,1.4169734077,0,1460,847.902173913,710.7875884132,505218.995842243,0,0,0,1,0,0,0,0,1,852.5355191257,19.671875,1300.462184874,0,0,0,0,0,0,64,1259,119,154755,8192,64,12,20,28922.125,49949.6943260703,152541,11160,10004481.625,847.7479304437,10006558,10003954
53,17,14/02/2018 01:49:22,1499,1,1,45,111,45,45,45.0,0.0,111,111,111.0,0.0,104069.379586391,1334.2228152101,1499.0,0.0,1499,1499,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,667.1114076051,667.1114076051,45,111,67.0,38.1051177665,1452.0,0,0,0,0,0,0,0,0,1,100.5,45.0,111.0,0,0,0,0,0,0,1,45,1,111,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0
