54261,6,14/02/2018 01:44:18,154,2,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.10,0.11,12987.012987013,154.1,0.12,154.2,154.3,154.4,154.5,0.13,154.6,154.7,0.14,0.15,0.16,0.17,0.18,0.19,0.20,0.21,0.22,40,0.23,12987.012987013.1,0.24,0.25,0.26,0.27,0.28,0.29,0.30,0.31,0.32,0.33,1,0.34,0.35,0.36,0.37,0.38,0.39,0.40,0.41,0.42,0.43,0.44,0.45,0.46,2.1,0.47,0.48,0.49,259,-1,0.50,20,0.51,0.52,0.53,0.54,0.55,0.56,0.57,0.58,Benign
53,17,14/02/2018 11:59:45,29637,1,1,31,199,31,31,31.0,0.0,199,199,199.0,0.0,7760.5695583224,67.4832135506,29637.0,0.0,29637,29637,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,33.7416067753,33.7416067753,31,199,87.0,96.9948452239,9408.0,0,0,0,0,0,0,0,0,1,130.5,31.0,199.0,0,0,0,0,0,0,1,31,1,199,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
51909,6,14/02/2018 12:52:11,44,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,45454.5454545455,44.0,0.0,44,44,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,22727.2727272727,22727.2727272727,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,180,258,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
3389,6,14/02/2018 12:58:08,5486544,12,15,2100,1755,661,0,175.0,236.0966674132,1173,0,117.0,301.229148656,702.6281024995,4.921130679,211020.923076923,296221.321513752,1150324,34,5486544,498776.727272727,415262.151296284,1204022,219,5253599,375257.071428571,322699.828453976,1150324,5908,0,0,0,0,252,360,2.1871691907,2.7339614883,0,1173,137.6785714286,267.0544477112,71318.078042328,0,0,1,1,0,0,0,1,1,142.7777777778,175.0,117.0,0,0,0,0,0,0,12,2100,15,1755,8192,62872,9,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,14/02/2018 11:59:44,305,1,1,30,46,30,30,30.0,0.0,46,46,46.0,0.0,249180.327868852,6557.3770491803,305.0,0.0,305,305,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,3278.6885245902,3278.6885245902,30,46,35.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,53.0,30.0,46.0,0,0,0,0,0,0,1,30,1,46,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,14/02/2018 11:59:44,12924,1,1,31,95,31,31,31.0,0.0,95,95,95.0,0.0,9749.3036211699,154.7508511297,12924.0,0.0,12924,12924,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,77.3754255648,77.3754255648,31,95,52.3333333333,36.9504172281,1365.3333333333,0,0,0,0,0,0,0,0,1,78.5,31.0,95.0,0,0,0,0,0,0,1,31,1,95,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
49633,6,14/02/2018 08:45:55,10,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,200000.0,10.0,0.0,10,10,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,100000.0,100000.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,946,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,14/02/2018 10:13:58,260,1,1,31,95,31,31,31.0,0.0,95,95,95.0,0.0,484615.384615385,7692.3076923077,260.0,0.0,260,260,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,3846.1538461539,3846.1538461539,31,95,52.3333333333,36.9504172281,1365.3333333333,0,0,0,0,0,0,0,0,1,78.5,31.0,95.0,0,0,0,0,0,0,1,31,1,95,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,14/02/2018 11:28:21,786,1,1,32,60,32,32,32.0,0.0,60,60,60.0,0.0,117048.34605598,2544.5292620865,786.0,0.0,786,786,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,1272.2646310433,1272.2646310433,32,60,41.3333333333,16.1658075373,261.3333333333,0,0,0,0,0,0,0,0,1,62.0,32.0,60.0,0,0,0,0,0,0,1,32,1,60,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
0,0,14/02/2018 10:17:33,17971507,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.1112872727,17971507.0,0.0,17971507,17971507,17971507,17971507.0,0.0,17971507,17971507,0,0.0,0.0,0,0,0,0,0,0,0,0,0.1112872727,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0.0,0.0,0,0,17971507.0,0.0,17971507,17971507,Benign
