53,17,14/02/2018 10:39:00,1654,1,1.1,38,86,38.1,38.2,38.3,0,86.1,86.2,86.3,0.1,74969.7702539299,1209.1898428053,1654.1,0.2,1654.2,1654.3,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.10,0.11,0.12,0.13,0.14,0.15,0.16,8,8.1,604.5949214027,604.5949214027.1,38.4,86.4,54,27.7128129211,768,0.17,0.18,0.19,0.20,0.21,0.22,0.23,0.24,1.2,81,38.5,86.5,0.25,0.26,0.27,0.28,0.29,0.30,1.3,38.6,1.4,86.6,-1,-1.1,0.31,8.2,0.32,0.33,0.34,0.35,0.36,0.37,0.38,0.39,Benign
49625,6,14/02/2018 11:09:41,46,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,43478.2608695652,46.0,0.0,46,46,46,46.0,0.0,46,46,0,0.0,0.0,0,0,0,0,0,0,40,0,43478.2608695652,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,260,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
5355,17,14/02/2018 11:42:30,416201,2,0,44,0,22,22,22.0,0.0,0,0,0.0,0.0,105.7181506051,4.8053704821,416201.0,0.0,416201,416201,416201,416201.0,0.0,416201,416201,0,0.0,0.0,0,0,0,0,0,0,16,0,4.8053704821,0.0,22,22,22.0,0.0,0.0,0,0,0,0,0,0,0,0,0,33.0,22.0,0.0,0,0,0,0,0,0,2,44,0,0,-1,-1,1,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,14/02/2018 10:48:06,46553,2,2,64,120,32,32,32.0,0.0,60,60,60.0,0.0,3952.4842652461,85.9235709836,15517.6666666667,13073.3672148125,24639,540,46013,46013.0,0.0,46013,46013,21914,21914.0,0.0,21914,21914,0,0,0,0,16,16,42.9617854918,42.9617854918,32,60,43.2,15.3362316101,235.2,0,0,0,0,0,0,0,0,1,54.0,32.0,60.0,0,0,0,0,0,0,2,64,2,120,-1,-1,1,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
10204,6,14/02/2018 01:12:58,165,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,12121.2121212121,165.0,0.0,165,165,165,165.0,0.0,165,165,0,0.0,0.0,0,0,0,0,0,0,40,0,12121.2121212121,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,259,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
51107,6,14/02/2018 11:28:19,63,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,47619.0476190476,31.5,23.3345237792,48,15,63,63.0,0.0,63,63,0,0.0,0.0,0,0,0,0,0,0,40,20,31746.0317460317,15873.0158730159,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,340,251,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,14/02/2018 11:06:02,12948,1,1,31,95,31,31,31.0,0.0,95,95,95.0,0.0,9731.2326227989,154.4640098857,12948.0,0.0,12948,12948,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,77.2320049428,77.2320049428,31,95,52.3333333333,36.9504172281,1365.3333333333,0,0,0,0,0,0,0,0,1,78.5,31.0,95.0,0,0,0,0,0,0,1,31,1,95,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
50787,6,14/02/2018 11:12:55,15,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,133333.333333333,15.0,0.0,15,15,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,66666.6666666667,66666.6666666667,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,119,255,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
58482,6,14/02/2018 11:46:40,31,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,64516.1290322581,31.0,0.0,31,31,31,31.0,0.0,31,31,0,0.0,0.0,0,0,0,0,0,0,40,0,64516.1290322581,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,259,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,14/02/2018 11:12:54,291,1,1,30,46,30,30,30.0,0.0,46,46,46.0,0.0,261168.384879725,6872.852233677,291.0,0.0,291,291,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,3436.4261168385,3436.4261168385,30,46,35.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,53.0,30.0,46.0,0,0,0,0,0,0,1,30,1,46,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
