dst_port,protocol,timestamp,flow_duration,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,flow_byts_s,flow_pkts_s,flow_iat_mean,flow_iat_std,flow_iat_max,flow_iat_min,fwd_iat_tot,fwd_iat_mean,fwd_iat_std,fwd_iat_max,fwd_iat_min,bwd_iat_tot,bwd_iat_mean,bwd_iat_std,bwd_iat_max,bwd_iat_min,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fwd_header_len,bwd_header_len,fwd_pkts_s,bwd_pkts_s,pkt_len_min,pkt_len_max,pkt_len_mean,pkt_len_std,pkt_len_var,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,cwe_flag_count,ece_flag_cnt,down_up_ratio,pkt_size_avg,fwd_seg_size_avg,bwd_seg_size_avg,fwd_byts_b_avg,fwd_pkts_b_avg,fwd_blk_rate_avg,bwd_byts_b_avg,bwd_pkts_b_avg,bwd_blk_rate_avg,subflow_fwd_pkts,subflow_fwd_byts,subflow_bwd_pkts,subflow_bwd_byts,init_fwd_win_byts,init_bwd_win_byts,fwd_act_data_pkts,fwd_seg_size_min,active_mean,active_std,active_max,active_min,idle_mean,idle_std,idle_max,idle_min
3389,6,14/02/2018 12:41:57,2200075,8,7,1148,1581,677,0,143.5,228.129662379,1173,0,225.8571428571,430.0986044197,1240.412258673,6.8179493881,157148.214285714,248138.778390759,953130,3,2200075,314296.428571429,398370.418931868,1201727,3,2006667,334444.5,303705.956896963,953130,193281,0,0,0,0,172,152,3.6362396736,3.1817097144,0,1173,170.5625,319.433241591,102037.595833333,0,0,0,1,0,0,0,0,0,181.9333333333,143.5,225.8571428571,0,0,0,0,0,0,8,1148,7,1581,8192,62852,5,20,0.0,0.0,0,0,0.0,0.0,0,0
53,17,14/02/2018 01:23:45,499,1,1,42,58,42,42,42.0,0.0,58,58,58.0,0.0,200400.801603206,4008.0160320641,499.0,0.0,499,499,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,2004.0080160321,2004.0080160321,42,58,47.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,71.0,42.0,58.0,0,0,0,0,0,0,1,42,1,58,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0
53,17,14/02/2018 10:48:28,331,1,1,32,128,32,32,32.0,0.0,128,128,128.0,0.0,483383.685800604,6042.2960725076,331.0,0.0,331,331,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,3021.1480362538,3021.1480362538,32,128,64.0,55.4256258422,3072.0,0,0,0,0,0,0,0,0,1,96.0,32.0,128.0,0,0,0,0,0,0,1,32,1,128,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0
3389,6,14/02/2018 11:43:31,6081290,10,10,1262,1640,661,0,126.2,201.2923799408,1173,0,164.0,365.3780386273,477.2013832591,3.2887759012,320067.894736842,692116.341464023,3001648,4,6081290,675698.888888889,978774.706168693,3044548,4,5814181,646020.111111111,921972.566843293,3001648,74007,0,0,0,0,224,236,1.6443879506,1.6443879506,0,1173,138.1904761905,282.2563761986,79668.6619047619,0,0,1,1,0,0,0,1,1,145.1,126.2,164.0,0,0,0,0,0,0,10,1262,10,1640,8192,62872,6,20,0.0,0.0,0,0,0.0,0.0,0,0
53,17,14/02/2018 01:10:14,18289,1,1,39,137,39,39,39.0,0.0,137,137,137.0,0.0,9623.2708185248,109.3553502105,18289.0,0.0,18289,18289,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,54.6776751053,54.6776751053,39,137,71.6666666667,56.5803263806,3201.3333333333,0,0,0,0,0,0,0,0,1,107.5,39.0,137.0,0,0,0,0,0,0,1,39,1,137,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0
53,17,14/02/2018 03:56:05,452,1,1,31,63,31,31,31.0,0.0,63,63,63.0,0.0,207964.601769911,4424.778761062,452.0,0.0,452,452,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,2212.389380531,2212.389380531,31,63,41.6666666667,18.4752086141,341.3333333333,0,0,0,0,0,0,0,0,1,62.5,31.0,63.0,0,0,0,0,0,0,1,31,1,63,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0
53,17,14/02/2018 10:03:30,80306,1,1,43,214,43,43,43.0,0.0,214,214,214.0,0.0,3200.2590092895,24.9047393719,80306.0,0.0,80306,80306,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,12.452369686,12.452369686,43,214,100.0,98.7268960314,9747.0,0,0,0,0,0,0,0,0,1,150.0,43.0,214.0,0,0,0,0,0,0,1,43,1,214,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0
49455,6,14/02/2018 08:30:06,46,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,43478.2608695652,46.0,0.0,46,46,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,21739.1304347826,21739.1304347826,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,513,257,0,20,0.0,0.0,0,0,0.0,0.0,0,0
3389,6,14/02/2018 09:07:39,1677114,8,7,1144,1581,677,0,143.0,227.9699228282,1173,0,225.8571428571,430.0986044197,1624.8150095939,8.9439358326,119793.857142857,245453.692518054,953143,3,1677114,239587.714285714,391976.660124772,1123564,3,1568283,261380.5,339728.128993023,953143,110856,0,0,0,0,172,152,4.7700991107,4.1738367219,0,1173,170.3125,319.402717323,102018.095833333,0,0,1,1,0,0,0,1,0,181.6666666667,143.0,225.8571428571,0,0,0,0,0,0,8,1144,7,1581,8192,62856,5,20,0.0,0.0,0,0,0.0,0.0,0,0
53,17,14/02/2018 03:32:07,368,1,1,35,51,35,35,35.0,0.0,51,51,51.0,0.0,233695.652173913,5434.7826086957,368.0,0.0,368,368,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,2717.3913043478,2717.3913043478,35,51,40.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,60.5,35.0,51.0,0,0,0,0,0,0,1,35,1,51,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0
