dst_port,protocol,timestamp,flow_duration,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,flow_byts_s,flow_pkts_s,flow_iat_mean,flow_iat_std,flow_iat_max,flow_iat_min,fwd_iat_tot,fwd_iat_mean,fwd_iat_std,fwd_iat_max,fwd_iat_min,bwd_iat_tot,bwd_iat_mean,bwd_iat_std,bwd_iat_max,bwd_iat_min,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fwd_header_len,bwd_header_len,fwd_pkts_s,bwd_pkts_s,pkt_len_min,pkt_len_max,pkt_len_mean,pkt_len_std,pkt_len_var,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,cwe_flag_count,ece_flag_cnt,down_up_ratio,pkt_size_avg,fwd_seg_size_avg,bwd_seg_size_avg,fwd_byts_b_avg,fwd_pkts_b_avg,fwd_blk_rate_avg,bwd_byts_b_avg,bwd_pkts_b_avg,bwd_blk_rate_avg,subflow_fwd_pkts,subflow_fwd_byts,subflow_bwd_pkts,subflow_bwd_byts,init_fwd_win_byts,init_bwd_win_byts,fwd_act_data_pkts,fwd_seg_size_min,active_mean,active_std,active_max,active_min,idle_mean,idle_std,idle_max,idle_min
53,17,14/02/2018 08:39:27,970,1,1,28,168,28,28,28.0,0.0,168,168,168.0,0.0,202061.855670103,2061.8556701031,970.0,0.0,970,970,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,1030.9278350516,1030.9278350516,28,168,74.6666666667,80.8290376865,6533.3333333333,0,0,0,0,0,0,0,0,1,112.0,28.0,168.0,0,0,0,0,0,0,1,28,1,168,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0
53,17,14/02/2018 09:06:32,2236,1,1,30,207,30,30,30.0,0.0,207,207,207.0,0.0,105992.844364937,894.4543828265,2236.0,0.0,2236,2236,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,447.2271914132,447.2271914132,30,207,89.0,102.1909976466,10443.0,0,0,0,0,0,0,0,0,1,133.5,30.0,207.0,0,0,0,0,0,0,1,30,1,207,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0
53,17,14/02/2018 08:48:27,34804,1,1,31,171,31,31,31.0,0.0,171,171,171.0,0.0,5803.9305826917,57.4646592346,34804.0,0.0,34804,34804,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,28.7323296173,28.7323296173,31,171,77.6666666667,80.8290376865,6533.3333333333,0,0,0,0,0,0,0,0,1,116.5,31.0,171.0,0,0,0,0,0,0,1,31,1,171,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0
445,6,14/02/2018 11:31:16,579698,6,5,455,338,140,0,75.8333333333,62.9362110924,145,0,67.6,69.7588704037,1367.9536586292,18.9753975346,57969.8,74707.6603803861,144817,73,579623,115924.6,64718.3081461498,144923,153,579625,144906.25,46.2051584422,144974,144870,0,0,0,0,132,112,10.350216837,8.6251806975,0,145,66.0833333333,63.40269328,4019.9015151515,0,0,0,1,0,0,0,0,0,72.0909090909,75.8333333333,67.6,0,0,0,0,0,0,6,455,5,338,8192,0,4,20,0.0,0.0,0,0,0.0,0.0,0,0
445,6,14/02/2018 11:28:22,76258935,2,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0524528699,25419645.0,43916432.7958088,76129919,67,129016,129016.0,0.0,129016,129016,76258868,76258868.0,0.0,76258868,76258868,0,0,0,0,52,52,0.026226435,0.026226435,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,2,0,2,0,8192,0,0,20,129016.0,0.0,129016,129016,76129919.0,0.0,76129919,76129919
53,17,14/02/2018 08:30:39,850,1,1,53,119,53,53,53.0,0.0,119,119,119.0,0.0,202352.941176471,2352.9411764706,850.0,0.0,850,850,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,1176.4705882353,1176.4705882353,53,119,75.0,38.1051177665,1452.0,0,0,0,0,0,0,0,0,1,112.5,53.0,119.0,0,0,0,0,0,0,1,53,1,119,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0
53,17,14/02/2018 10:00:32,1357,1,1,44,125,44,44,44.0,0.0,125,125,125.0,0.0,124539.425202653,1473.8393515107,1357.0,0.0,1357,1357,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,736.9196757553,736.9196757553,44,125,71.0,46.7653718044,2187.0,0,0,0,0,0,0,0,0,1,106.5,44.0,125.0,0,0,0,0,0,0,1,44,1,125,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0
53,17,14/02/2018 10:27:27,945,1,1,36,104,36,36,36.0,0.0,104,104,104.0,0.0,148148.148148148,2116.4021164021,945.0,0.0,945,945,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,1058.2010582011,1058.2010582011,36,104,58.6666666667,39.2598183049,1541.3333333333,0,0,0,0,0,0,0,0,1,88.0,36.0,104.0,0,0,0,0,0,0,1,36,1,104,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0
53,17,14/02/2018 11:48:25,18256,1,1,33,89,33,33,33.0,0.0,89,89,89.0,0.0,6682.7344434706,109.5530236635,18256.0,0.0,18256,18256,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,54.7765118317,54.7765118317,33,89,51.6666666667,32.3316150746,1045.3333333333,0,0,0,0,0,0,0,0,1,77.5,33.0,89.0,0,0,0,0,0,0,1,33,1,89,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0
53,17,14/02/2018 12:11:51,107165,2,2,80,204,40,40,40.0,0.0,102,102,102.0,0.0,2650.1189754118,37.325619372,35721.6666666667,35847.6573060686,71694,0,35471,35471.0,0.0,35471,35471,0,0.0,0.0,0,0,0,0,0,0,16,16,18.662809686,18.662809686,40,102,64.8,33.9587985653,1153.2,0,0,0,0,0,0,0,0,1,81.0,40.0,102.0,0,0,0,0,0,0,2,80,2,204,-1,-1,1,8,0.0,0.0,0,0,0.0,0.0,0,0
